start,end,load
2015-01-08 21:00:00+00:00,2015-01-08 21:15:00+00:00,58890
2015-01-08 21:15:00+00:00,2015-01-08 21:30:00+00:00,58376
2015-01-08 21:30:00+00:00,2015-01-08 21:45:00+00:00,56956
2015-01-08 21:45:00+00:00,2015-01-08 22:00:00+00:00,55850
2015-01-08 22:00:00+00:00,2015-01-08 22:15:00+00:00,54838
2015-01-08 22:15:00+00:00,2015-01-08 22:30:00+00:00,53666
2015-01-08 22:30:00+00:00,2015-01-08 22:45:00+00:00,52628
2015-01-08 22:45:00+00:00,2015-01-08 23:00:00+00:00,50974
2015-01-08 23:00:00+00:00,2015-01-08 23:15:00+00:00,49712
2015-01-08 23:15:00+00:00,2015-01-08 23:30:00+00:00,48748
2015-01-08 23:30:00+00:00,2015-01-08 23:45:00+00:00,48129
2015-01-08 23:45:00+00:00,2015-01-09 00:00:00+00:00,47481
2015-01-09 00:00:00+00:00,2015-01-09 00:15:00+00:00,47192
2015-01-09 00:15:00+00:00,2015-01-09 00:30:00+00:00,46561
2015-01-09 00:30:00+00:00,2015-01-09 00:45:00+00:00,46215
2015-01-09 00:45:00+00:00,2015-01-09 01:00:00+00:00,45918
2015-01-09 01:00:00+00:00,2015-01-09 01:15:00+00:00,45589
2015-01-09 01:15:00+00:00,2015-01-09 01:30:00+00:00,45477
2015-01-09 01:30:00+00:00,2015-01-09 01:45:00+00:00,45533
2015-01-09 01:45:00+00:00,2015-01-09 02:00:00+00:00,45584
2015-01-09 02:00:00+00:00,2015-01-09 02:15:00+00:00,45629
2015-01-09 02:15:00+00:00,2015-01-09 02:30:00+00:00,45747
2015-01-09 02:30:00+00:00,2015-01-09 02:45:00+00:00,45455
2015-01-09 02:45:00+00:00,2015-01-09 03:00:00+00:00,45440
2015-01-09 03:00:00+00:00,2015-01-09 03:15:00+00:00,46194
2015-01-09 03:15:00+00:00,2015-01-09 03:30:00+00:00,46544
2015-01-09 03:30:00+00:00,2015-01-09 03:45:00+00:00,47364
2015-01-09 03:45:00+00:00,2015-01-09 04:00:00+00:00,47697
2015-01-09 04:00:00+00:00,2015-01-09 04:15:00+00:00,49074
2015-01-09 04:15:00+00:00,2015-01-09 04:30:00+00:00,49577
2015-01-09 04:30:00+00:00,2015-01-09 04:45:00+00:00,50831
2015-01-09 04:45:00+00:00,2015-01-09 05:00:00+00:00,52224
2015-01-09 05:00:00+00:00,2015-01-09 05:15:00+00:00,55263
2015-01-09 05:15:00+00:00,2015-01-09 05:30:00+00:00,57400
2015-01-09 05:30:00+00:00,2015-01-09 05:45:00+00:00,59408
2015-01-09 05:45:00+00:00,2015-01-09 06:00:00+00:00,61334
2015-01-09 06:00:00+00:00,2015-01-09 06:15:00+00:00,63280
2015-01-09 06:15:00+00:00,2015-01-09 06:30:00+00:00,65143
2015-01-09 06:30:00+00:00,2015-01-09 06:45:00+00:00,66327
2015-01-09 06:45:00+00:00,2015-01-09 07:00:00+00:00,67470
2015-01-09 07:00:00+00:00,2015-01-09 07:15:00+00:00,69062
2015-01-09 07:15:00+00:00,2015-01-09 07:30:00+00:00,69570
2015-01-09 07:30:00+00:00,2015-01-09 07:45:00+00:00,69404
2015-01-09 07:45:00+00:00,2015-01-09 08:00:00+00:00,69269
2015-01-09 08:00:00+00:00,2015-01-09 08:15:00+00:00,69147
2015-01-09 08:15:00+00:00,2015-01-09 08:30:00+00:00,69553
2015-01-09 08:30:00+00:00,2015-01-09 08:45:00+00:00,69677
2015-01-09 08:45:00+00:00,2015-01-09 09:00:00+00:00,69605
2015-01-09 09:00:00+00:00,2015-01-09 09:15:00+00:00,69954
2015-01-09 09:15:00+00:00,2015-01-09 09:30:00+00:00,70128
2015-01-09 09:30:00+00:00,2015-01-09 09:45:00+00:00,70530
2015-01-09 09:45:00+00:00,2015-01-09 10:00:00+00:00,70817
2015-01-09 10:00:00+00:00,2015-01-09 10:15:00+00:00,70909
2015-01-09 10:15:00+00:00,2015-01-09 10:30:00+00:00,70987
2015-01-09 10:30:00+00:00,2015-01-09 10:45:00+00:00,70867
2015-01-09 10:45:00+00:00,2015-01-09 11:00:00+00:00,70555
2015-01-09 11:00:00+00:00,2015-01-09 11:15:00+00:00,70035
2015-01-09 11:15:00+00:00,2015-01-09 11:30:00+00:00,69183
2015-01-09 11:30:00+00:00,2015-01-09 11:45:00+00:00,69460
2015-01-09 11:45:00+00:00,2015-01-09 12:00:00+00:00,69583
2015-01-09 12:00:00+00:00,2015-01-09 12:15:00+00:00,69234
2015-01-09 12:15:00+00:00,2015-01-09 12:30:00+00:00,68509
2015-01-09 12:30:00+00:00,2015-01-09 12:45:00+00:00,67931
2015-01-09 12:45:00+00:00,2015-01-09 13:00:00+00:00,67393
2015-01-09 13:00:00+00:00,2015-01-09 13:15:00+00:00,67239
2015-01-09 13:15:00+00:00,2015-01-09 13:30:00+00:00,67149
2015-01-09 13:30:00+00:00,2015-01-09 13:45:00+00:00,66586
2015-01-09 13:45:00+00:00,2015-01-09 14:00:00+00:00,66574
2015-01-09 14:00:00+00:00,2015-01-09 14:15:00+00:00,66875
2015-01-09 14:15:00+00:00,2015-01-09 14:30:00+00:00,66726
2015-01-09 14:30:00+00:00,2015-01-09 14:45:00+00:00,66229
2015-01-09 14:45:00+00:00,2015-01-09 15:00:00+00:00,66242
2015-01-09 15:00:00+00:00,2015-01-09 15:15:00+00:00,66561
2015-01-09 15:15:00+00:00,2015-01-09 15:30:00+00:00,67315
2015-01-09 15:30:00+00:00,2015-01-09 15:45:00+00:00,67670
2015-01-09 15:45:00+00:00,2015-01-09 16:00:00+00:00,68718
2015-01-09 16:00:00+00:00,2015-01-09 16:15:00+00:00,69547
2015-01-09 16:15:00+00:00,2015-01-09 16:30:00+00:00,70233
2015-01-09 16:30:00+00:00,2015-01-09 16:45:00+00:00,70297
2015-01-09 16:45:00+00:00,2015-01-09 17:00:00+00:00,70404
2015-01-09 17:00:00+00:00,2015-01-09 17:15:00+00:00,69916
2015-01-09 17:15:00+00:00,2015-01-09 17:30:00+00:00,69635
2015-01-09 17:30:00+00:00,2015-01-09 17:45:00+00:00,69505
2015-01-09 17:45:00+00:00,2015-01-09 18:00:00+00:00,68803
2015-01-09 18:00:00+00:00,2015-01-09 18:15:00+00:00,67687
2015-01-09 18:15:00+00:00,2015-01-09 18:30:00+00:00,66770
2015-01-09 18:30:00+00:00,2015-01-09 18:45:00+00:00,65842
2015-01-09 18:45:00+00:00,2015-01-09 19:00:00+00:00,64619
2015-01-09 19:00:00+00:00,2015-01-09 19:15:00+00:00,63117
2015-01-09 19:15:00+00:00,2015-01-09 19:30:00+00:00,62503
2015-01-09 19:30:00+00:00,2015-01-09 19:45:00+00:00,61537
2015-01-09 19:45:00+00:00,2015-01-09 20:00:00+00:00,60536
2015-01-09 20:00:00+00:00,2015-01-09 20:15:00+00:00,59888
2015-01-09 20:15:00+00:00,2015-01-09 20:30:00+00:00,59393
2015-01-09 20:30:00+00:00,2015-01-09 20:45:00+00:00,58717
2015-01-09 20:45:00+00:00,2015-01-09 21:00:00+00:00,57476
2015-01-09 21:00:00+00:00,2015-01-09 21:15:00+00:00,57114
2015-01-09 21:15:00+00:00,2015-01-09 21:30:00+00:00,55875
2015-01-09 21:30:00+00:00,2015-01-09 21:45:00+00:00,54958
2015-01-09 21:45:00+00:00,2015-01-09 22:00:00+00:00,53816
2015-01-09 22:00:00+00:00,2015-01-09 22:15:00+00:00,53320
2015-01-09 22:15:00+00:00,2015-01-09 22:30:00+00:00,52321
2015-01-09 22:30:00+00:00,2015-01-09 22:45:00+00:00,51300
2015-01-09 22:45:00+00:00,2015-01-09 23:00:00+00:00,50019
2015-01-09 23:00:00+00:00,2015-01-09 23:15:00+00:00,49285
2015-01-09 23:15:00+00:00,2015-01-09 23:30:00+00:00,48016
2015-01-09 23:30:00+00:00,2015-01-09 23:45:00+00:00,47416
2015-01-09 23:45:00+00:00,2015-01-10 00:00:00+00:00,47060
2015-01-10 00:00:00+00:00,2015-01-10 00:15:00+00:00,46658
2015-01-10 00:15:00+00:00,2015-01-10 00:30:00+00:00,46122
2015-01-10 00:30:00+00:00,2015-01-10 00:45:00+00:00,45728
2015-01-10 00:45:00+00:00,2015-01-10 01:00:00+00:00,45049
2015-01-10 01:00:00+00:00,2015-01-10 01:15:00+00:00,44630
2015-01-10 01:15:00+00:00,2015-01-10 01:30:00+00:00,44445
2015-01-10 01:30:00+00:00,2015-01-10 01:45:00+00:00,44449
2015-01-10 01:45:00+00:00,2015-01-10 02:00:00+00:00,44297
2015-01-10 02:00:00+00:00,2015-01-10 02:15:00+00:00,44498
2015-01-10 02:15:00+00:00,2015-01-10 02:30:00+00:00,43731
2015-01-10 02:30:00+00:00,2015-01-10 02:45:00+00:00,43480
2015-01-10 02:45:00+00:00,2015-01-10 03:00:00+00:00,44023
2015-01-10 03:00:00+00:00,2015-01-10 03:15:00+00:00,44012
2015-01-10 03:15:00+00:00,2015-01-10 03:30:00+00:00,43558
2015-01-10 03:30:00+00:00,2015-01-10 03:45:00+00:00,43836
2015-01-10 03:45:00+00:00,2015-01-10 04:00:00+00:00,43938
2015-01-10 04:00:00+00:00,2015-01-10 04:15:00+00:00,43860
2015-01-10 04:15:00+00:00,2015-01-10 04:30:00+00:00,43927
2015-01-10 04:30:00+00:00,2015-01-10 04:45:00+00:00,43736
2015-01-10 04:45:00+00:00,2015-01-10 05:00:00+00:00,43839
2015-01-10 05:00:00+00:00,2015-01-10 05:15:00+00:00,43780
2015-01-10 05:15:00+00:00,2015-01-10 05:30:00+00:00,44487
2015-01-10 05:30:00+00:00,2015-01-10 05:45:00+00:00,44951
2015-01-10 05:45:00+00:00,2015-01-10 06:00:00+00:00,45466
2015-01-10 06:00:00+00:00,2015-01-10 06:15:00+00:00,46483
2015-01-10 06:15:00+00:00,2015-01-10 06:30:00+00:00,47320
2015-01-10 06:30:00+00:00,2015-01-10 06:45:00+00:00,48450
2015-01-10 06:45:00+00:00,2015-01-10 07:00:00+00:00,49793
2015-01-10 07:00:00+00:00,2015-01-10 07:15:00+00:00,50941
2015-01-10 07:15:00+00:00,2015-01-10 07:30:00+00:00,51975
2015-01-10 07:30:00+00:00,2015-01-10 07:45:00+00:00,52759
2015-01-10 07:45:00+00:00,2015-01-10 08:00:00+00:00,53658
2015-01-10 08:00:00+00:00,2015-01-10 08:15:00+00:00,54692
2015-01-10 08:15:00+00:00,2015-01-10 08:30:00+00:00,55585
2015-01-10 08:30:00+00:00,2015-01-10 08:45:00+00:00,56057
2015-01-10 08:45:00+00:00,2015-01-10 09:00:00+00:00,56014
2015-01-10 09:00:00+00:00,2015-01-10 09:15:00+00:00,56454
2015-01-10 09:15:00+00:00,2015-01-10 09:30:00+00:00,57116
2015-01-10 09:30:00+00:00,2015-01-10 09:45:00+00:00,57226
2015-01-10 09:45:00+00:00,2015-01-10 10:00:00+00:00,57475
2015-01-10 10:00:00+00:00,2015-01-10 10:15:00+00:00,58170
2015-01-10 10:15:00+00:00,2015-01-10 10:30:00+00:00,58727
2015-01-10 10:30:00+00:00,2015-01-10 10:45:00+00:00,58882
2015-01-10 10:45:00+00:00,2015-01-10 11:00:00+00:00,58938
2015-01-10 11:00:00+00:00,2015-01-10 11:15:00+00:00,59415
2015-01-10 11:15:00+00:00,2015-01-10 11:30:00+00:00,59111
2015-01-10 11:30:00+00:00,2015-01-10 11:45:00+00:00,59065
2015-01-10 11:45:00+00:00,2015-01-10 12:00:00+00:00,58534
2015-01-10 12:00:00+00:00,2015-01-10 12:15:00+00:00,58158
2015-01-10 12:15:00+00:00,2015-01-10 12:30:00+00:00,57658
2015-01-10 12:30:00+00:00,2015-01-10 12:45:00+00:00,57297
2015-01-10 12:45:00+00:00,2015-01-10 13:00:00+00:00,56765
2015-01-10 13:00:00+00:00,2015-01-10 13:15:00+00:00,56558
2015-01-10 13:15:00+00:00,2015-01-10 13:30:00+00:00,56171
2015-01-10 13:30:00+00:00,2015-01-10 13:45:00+00:00,55228
2015-01-10 13:45:00+00:00,2015-01-10 14:00:00+00:00,55056
2015-01-10 14:00:00+00:00,2015-01-10 14:15:00+00:00,54638
2015-01-10 14:15:00+00:00,2015-01-10 14:30:00+00:00,54536
2015-01-10 14:30:00+00:00,2015-01-10 14:45:00+00:00,54369
2015-01-10 14:45:00+00:00,2015-01-10 15:00:00+00:00,54158
2015-01-10 15:00:00+00:00,2015-01-10 15:15:00+00:00,54774
2015-01-10 15:15:00+00:00,2015-01-10 15:30:00+00:00,55074
2015-01-10 15:30:00+00:00,2015-01-10 15:45:00+00:00,55603
2015-01-10 15:45:00+00:00,2015-01-10 16:00:00+00:00,57340
2015-01-10 16:00:00+00:00,2015-01-10 16:15:00+00:00,58432
2015-01-10 16:15:00+00:00,2015-01-10 16:30:00+00:00,59594
2015-01-10 16:30:00+00:00,2015-01-10 16:45:00+00:00,59751
2015-01-10 16:45:00+00:00,2015-01-10 17:00:00+00:00,60407
2015-01-10 17:00:00+00:00,2015-01-10 17:15:00+00:00,60305
2015-01-10 17:15:00+00:00,2015-01-10 17:30:00+00:00,59981
2015-01-10 17:30:00+00:00,2015-01-10 17:45:00+00:00,59513
2015-01-10 17:45:00+00:00,2015-01-10 18:00:00+00:00,58860
2015-01-10 18:00:00+00:00,2015-01-10 18:15:00+00:00,58234
2015-01-10 18:15:00+00:00,2015-01-10 18:30:00+00:00,57597
2015-01-10 18:30:00+00:00,2015-01-10 18:45:00+00:00,57189
2015-01-10 18:45:00+00:00,2015-01-10 19:00:00+00:00,56803
2015-01-10 19:00:00+00:00,2015-01-10 19:15:00+00:00,55403
2015-01-10 19:15:00+00:00,2015-01-10 19:30:00+00:00,53614
2015-01-10 19:30:00+00:00,2015-01-10 19:45:00+00:00,52797
2015-01-10 19:45:00+00:00,2015-01-10 20:00:00+00:00,51944
2015-01-10 20:00:00+00:00,2015-01-10 20:15:00+00:00,51768
2015-01-10 20:15:00+00:00,2015-01-10 20:30:00+00:00,51041
2015-01-10 20:30:00+00:00,2015-01-10 20:45:00+00:00,50936
2015-01-10 20:45:00+00:00,2015-01-10 21:00:00+00:00,50541
2015-01-10 21:00:00+00:00,2015-01-10 21:15:00+00:00,51417
2015-01-10 21:15:00+00:00,2015-01-10 21:30:00+00:00,50882
2015-01-10 21:30:00+00:00,2015-01-10 21:45:00+00:00,49842
2015-01-10 21:45:00+00:00,2015-01-10 22:00:00+00:00,49263
2015-01-10 22:00:00+00:00,2015-01-10 22:15:00+00:00,48568
2015-01-10 22:15:00+00:00,2015-01-10 22:30:00+00:00,47755
2015-01-10 22:30:00+00:00,2015-01-10 22:45:00+00:00,46833
2015-01-10 22:45:00+00:00,2015-01-10 23:00:00+00:00,45596
2015-01-10 23:00:00+00:00,2015-01-10 23:15:00+00:00,44606
2015-01-10 23:15:00+00:00,2015-01-10 23:30:00+00:00,43678
2015-01-10 23:30:00+00:00,2015-01-10 23:45:00+00:00,43213
2015-01-10 23:45:00+00:00,2015-01-11 00:00:00+00:00,42192
2015-01-11 00:00:00+00:00,2015-01-11 00:15:00+00:00,41905
2015-01-11 00:15:00+00:00,2015-01-11 00:30:00+00:00,41307
2015-01-11 00:30:00+00:00,2015-01-11 00:45:00+00:00,40639
2015-01-11 00:45:00+00:00,2015-01-11 01:00:00+00:00,40343
2015-01-11 01:00:00+00:00,2015-01-11 01:15:00+00:00,40244
2015-01-11 01:15:00+00:00,2015-01-11 01:30:00+00:00,39841
2015-01-11 01:30:00+00:00,2015-01-11 01:45:00+00:00,39559
2015-01-11 01:45:00+00:00,2015-01-11 02:00:00+00:00,39230
2015-01-11 02:00:00+00:00,2015-01-11 02:15:00+00:00,39177
2015-01-11 02:15:00+00:00,2015-01-11 02:30:00+00:00,39119
2015-01-11 02:30:00+00:00,2015-01-11 02:45:00+00:00,39269
2015-01-11 02:45:00+00:00,2015-01-11 03:00:00+00:00,39183
2015-01-11 03:00:00+00:00,2015-01-11 03:15:00+00:00,39514
2015-01-11 03:15:00+00:00,2015-01-11 03:30:00+00:00,39431
2015-01-11 03:30:00+00:00,2015-01-11 03:45:00+00:00,39817
2015-01-11 03:45:00+00:00,2015-01-11 04:00:00+00:00,39808
2015-01-11 04:00:00+00:00,2015-01-11 04:15:00+00:00,39999
2015-01-11 04:15:00+00:00,2015-01-11 04:30:00+00:00,39543
2015-01-11 04:30:00+00:00,2015-01-11 04:45:00+00:00,39445
2015-01-11 04:45:00+00:00,2015-01-11 05:00:00+00:00,38989
2015-01-11 05:00:00+00:00,2015-01-11 05:15:00+00:00,38187
2015-01-11 05:15:00+00:00,2015-01-11 05:30:00+00:00,38545
2015-01-11 05:30:00+00:00,2015-01-11 05:45:00+00:00,39029
2015-01-11 05:45:00+00:00,2015-01-11 06:00:00+00:00,39384
2015-01-11 06:00:00+00:00,2015-01-11 06:15:00+00:00,39895
2015-01-11 06:15:00+00:00,2015-01-11 06:30:00+00:00,40233
2015-01-11 06:30:00+00:00,2015-01-11 06:45:00+00:00,41067
2015-01-11 06:45:00+00:00,2015-01-11 07:00:00+00:00,42090
2015-01-11 07:00:00+00:00,2015-01-11 07:15:00+00:00,42928
2015-01-11 07:15:00+00:00,2015-01-11 07:30:00+00:00,43382
2015-01-11 07:30:00+00:00,2015-01-11 07:45:00+00:00,44484
2015-01-11 07:45:00+00:00,2015-01-11 08:00:00+00:00,45531
2015-01-11 08:00:00+00:00,2015-01-11 08:15:00+00:00,46474
2015-01-11 08:15:00+00:00,2015-01-11 08:30:00+00:00,47360
2015-01-11 08:30:00+00:00,2015-01-11 08:45:00+00:00,47978
2015-01-11 08:45:00+00:00,2015-01-11 09:00:00+00:00,48800
2015-01-11 09:00:00+00:00,2015-01-11 09:15:00+00:00,50067
2015-01-11 09:15:00+00:00,2015-01-11 09:30:00+00:00,51070
2015-01-11 09:30:00+00:00,2015-01-11 09:45:00+00:00,51466
2015-01-11 09:45:00+00:00,2015-01-11 10:00:00+00:00,52379
2015-01-11 10:00:00+00:00,2015-01-11 10:15:00+00:00,53426
2015-01-11 10:15:00+00:00,2015-01-11 10:30:00+00:00,54405
2015-01-11 10:30:00+00:00,2015-01-11 10:45:00+00:00,54988
2015-01-11 10:45:00+00:00,2015-01-11 11:00:00+00:00,54860
2015-01-11 11:00:00+00:00,2015-01-11 11:15:00+00:00,55136
2015-01-11 11:15:00+00:00,2015-01-11 11:30:00+00:00,54715
2015-01-11 11:30:00+00:00,2015-01-11 11:45:00+00:00,54429
2015-01-11 11:45:00+00:00,2015-01-11 12:00:00+00:00,53466
2015-01-11 12:00:00+00:00,2015-01-11 12:15:00+00:00,53289
2015-01-11 12:15:00+00:00,2015-01-11 12:30:00+00:00,53033
2015-01-11 12:30:00+00:00,2015-01-11 12:45:00+00:00,52412
2015-01-11 12:45:00+00:00,2015-01-11 13:00:00+00:00,52132
2015-01-11 13:00:00+00:00,2015-01-11 13:15:00+00:00,51933
2015-01-11 13:15:00+00:00,2015-01-11 13:30:00+00:00,51632
2015-01-11 13:30:00+00:00,2015-01-11 13:45:00+00:00,51519
2015-01-11 13:45:00+00:00,2015-01-11 14:00:00+00:00,51191
2015-01-11 14:00:00+00:00,2015-01-11 14:15:00+00:00,51558
2015-01-11 14:15:00+00:00,2015-01-11 14:30:00+00:00,50997
2015-01-11 14:30:00+00:00,2015-01-11 14:45:00+00:00,51113
2015-01-11 14:45:00+00:00,2015-01-11 15:00:00+00:00,51107
2015-01-11 15:00:00+00:00,2015-01-11 15:15:00+00:00,51094
2015-01-11 15:15:00+00:00,2015-01-11 15:30:00+00:00,51941
2015-01-11 15:30:00+00:00,2015-01-11 15:45:00+00:00,52858
2015-01-11 15:45:00+00:00,2015-01-11 16:00:00+00:00,53972
2015-01-11 16:00:00+00:00,2015-01-11 16:15:00+00:00,55561
2015-01-11 16:15:00+00:00,2015-01-11 16:30:00+00:00,56956
2015-01-11 16:30:00+00:00,2015-01-11 16:45:00+00:00,57822
2015-01-11 16:45:00+00:00,2015-01-11 17:00:00+00:00,58233
2015-01-11 17:00:00+00:00,2015-01-11 17:15:00+00:00,58603
2015-01-11 17:15:00+00:00,2015-01-11 17:30:00+00:00,58392
2015-01-11 17:30:00+00:00,2015-01-11 17:45:00+00:00,58361
2015-01-11 17:45:00+00:00,2015-01-11 18:00:00+00:00,57958
2015-01-11 18:00:00+00:00,2015-01-11 18:15:00+00:00,57736
2015-01-11 18:15:00+00:00,2015-01-11 18:30:00+00:00,56938
2015-01-11 18:30:00+00:00,2015-01-11 18:45:00+00:00,56264
2015-01-11 18:45:00+00:00,2015-01-11 19:00:00+00:00,55265
2015-01-11 19:00:00+00:00,2015-01-11 19:15:00+00:00,54788
2015-01-11 19:15:00+00:00,2015-01-11 19:30:00+00:00,54080
2015-01-11 19:30:00+00:00,2015-01-11 19:45:00+00:00,53152
2015-01-11 19:45:00+00:00,2015-01-11 20:00:00+00:00,52384
2015-01-11 20:00:00+00:00,2015-01-11 20:15:00+00:00,52269
2015-01-11 20:15:00+00:00,2015-01-11 20:30:00+00:00,52156
2015-01-11 20:30:00+00:00,2015-01-11 20:45:00+00:00,51776
2015-01-11 20:45:00+00:00,2015-01-11 21:00:00+00:00,51715
2015-01-11 21:00:00+00:00,2015-01-11 21:15:00+00:00,53311
2015-01-11 21:15:00+00:00,2015-01-11 21:30:00+00:00,52813
2015-01-11 21:30:00+00:00,2015-01-11 21:45:00+00:00,51753
2015-01-11 21:45:00+00:00,2015-01-11 22:00:00+00:00,50696
2015-01-11 22:00:00+00:00,2015-01-11 22:15:00+00:00,49968
2015-01-11 22:15:00+00:00,2015-01-11 22:30:00+00:00,49013
2015-01-11 22:30:00+00:00,2015-01-11 22:45:00+00:00,48366
2015-01-11 22:45:00+00:00,2015-01-11 23:00:00+00:00,47967
2015-01-11 23:00:00+00:00,2015-01-11 23:15:00+00:00,46959
2015-01-11 23:15:00+00:00,2015-01-11 23:30:00+00:00,46286
2015-01-11 23:30:00+00:00,2015-01-11 23:45:00+00:00,45372
2015-01-11 23:45:00+00:00,2015-01-12 00:00:00+00:00,45000
2015-01-12 00:00:00+00:00,2015-01-12 00:15:00+00:00,44616
2015-01-12 00:15:00+00:00,2015-01-12 00:30:00+00:00,44210
2015-01-12 00:30:00+00:00,2015-01-12 00:45:00+00:00,43957
2015-01-12 00:45:00+00:00,2015-01-12 01:00:00+00:00,43987
2015-01-12 01:00:00+00:00,2015-01-12 01:15:00+00:00,43952
2015-01-12 01:15:00+00:00,2015-01-12 01:30:00+00:00,43723
2015-01-12 01:30:00+00:00,2015-01-12 01:45:00+00:00,43662
2015-01-12 01:45:00+00:00,2015-01-12 02:00:00+00:00,43544
2015-01-12 02:00:00+00:00,2015-01-12 02:15:00+00:00,43770
2015-01-12 02:15:00+00:00,2015-01-12 02:30:00+00:00,43751
2015-01-12 02:30:00+00:00,2015-01-12 02:45:00+00:00,44178
2015-01-12 02:45:00+00:00,2015-01-12 03:00:00+00:00,44346
2015-01-12 03:00:00+00:00,2015-01-12 03:15:00+00:00,44587
2015-01-12 03:15:00+00:00,2015-01-12 03:30:00+00:00,44879
2015-01-12 03:30:00+00:00,2015-01-12 03:45:00+00:00,45604
2015-01-12 03:45:00+00:00,2015-01-12 04:00:00+00:00,46534
2015-01-12 04:00:00+00:00,2015-01-12 04:15:00+00:00,48009
2015-01-12 04:15:00+00:00,2015-01-12 04:30:00+00:00,48603
2015-01-12 04:30:00+00:00,2015-01-12 04:45:00+00:00,50014
2015-01-12 04:45:00+00:00,2015-01-12 05:00:00+00:00,51825
2015-01-12 05:00:00+00:00,2015-01-12 05:15:00+00:00,54718
2015-01-12 05:15:00+00:00,2015-01-12 05:30:00+00:00,57146
2015-01-12 05:30:00+00:00,2015-01-12 05:45:00+00:00,59565
2015-01-12 05:45:00+00:00,2015-01-12 06:00:00+00:00,61473
2015-01-12 06:00:00+00:00,2015-01-12 06:15:00+00:00,64024
2015-01-12 06:15:00+00:00,2015-01-12 06:30:00+00:00,65435
2015-01-12 06:30:00+00:00,2015-01-12 06:45:00+00:00,66856
2015-01-12 06:45:00+00:00,2015-01-12 07:00:00+00:00,68122
2015-01-12 07:00:00+00:00,2015-01-12 07:15:00+00:00,69041
2015-01-12 07:15:00+00:00,2015-01-12 07:30:00+00:00,69544
2015-01-12 07:30:00+00:00,2015-01-12 07:45:00+00:00,69502
2015-01-12 07:45:00+00:00,2015-01-12 08:00:00+00:00,69808
2015-01-12 08:00:00+00:00,2015-01-12 08:15:00+00:00,69275
2015-01-12 08:15:00+00:00,2015-01-12 08:30:00+00:00,69410
2015-01-12 08:30:00+00:00,2015-01-12 08:45:00+00:00,69657
2015-01-12 08:45:00+00:00,2015-01-12 09:00:00+00:00,69452
2015-01-12 09:00:00+00:00,2015-01-12 09:15:00+00:00,70057
2015-01-12 09:15:00+00:00,2015-01-12 09:30:00+00:00,70532
2015-01-12 09:30:00+00:00,2015-01-12 09:45:00+00:00,70785
2015-01-12 09:45:00+00:00,2015-01-12 10:00:00+00:00,71568
2015-01-12 10:00:00+00:00,2015-01-12 10:15:00+00:00,71699
2015-01-12 10:15:00+00:00,2015-01-12 10:30:00+00:00,72076
2015-01-12 10:30:00+00:00,2015-01-12 10:45:00+00:00,72276
2015-01-12 10:45:00+00:00,2015-01-12 11:00:00+00:00,72408
2015-01-12 11:00:00+00:00,2015-01-12 11:15:00+00:00,72180
2015-01-12 11:15:00+00:00,2015-01-12 11:30:00+00:00,72097
2015-01-12 11:30:00+00:00,2015-01-12 11:45:00+00:00,71921
2015-01-12 11:45:00+00:00,2015-01-12 12:00:00+00:00,71895
2015-01-12 12:00:00+00:00,2015-01-12 12:15:00+00:00,71866
2015-01-12 12:15:00+00:00,2015-01-12 12:30:00+00:00,71547
2015-01-12 12:30:00+00:00,2015-01-12 12:45:00+00:00,71227
2015-01-12 12:45:00+00:00,2015-01-12 13:00:00+00:00,70862
2015-01-12 13:00:00+00:00,2015-01-12 13:15:00+00:00,70386
2015-01-12 13:15:00+00:00,2015-01-12 13:30:00+00:00,70183
2015-01-12 13:30:00+00:00,2015-01-12 13:45:00+00:00,70144
2015-01-12 13:45:00+00:00,2015-01-12 14:00:00+00:00,70075
2015-01-12 14:00:00+00:00,2015-01-12 14:15:00+00:00,69639
2015-01-12 14:15:00+00:00,2015-01-12 14:30:00+00:00,69096
2015-01-12 14:30:00+00:00,2015-01-12 14:45:00+00:00,68867
2015-01-12 14:45:00+00:00,2015-01-12 15:00:00+00:00,68661
2015-01-12 15:00:00+00:00,2015-01-12 15:15:00+00:00,68989
2015-01-12 15:15:00+00:00,2015-01-12 15:30:00+00:00,69359
2015-01-12 15:30:00+00:00,2015-01-12 15:45:00+00:00,69513
2015-01-12 15:45:00+00:00,2015-01-12 16:00:00+00:00,70234
2015-01-12 16:00:00+00:00,2015-01-12 16:15:00+00:00,70580
2015-01-12 16:15:00+00:00,2015-01-12 16:30:00+00:00,71248
2015-01-12 16:30:00+00:00,2015-01-12 16:45:00+00:00,71723
2015-01-12 16:45:00+00:00,2015-01-12 17:00:00+00:00,71935
2015-01-12 17:00:00+00:00,2015-01-12 17:15:00+00:00,71717
2015-01-12 17:15:00+00:00,2015-01-12 17:30:00+00:00,71231
2015-01-12 17:30:00+00:00,2015-01-12 17:45:00+00:00,71191
2015-01-12 17:45:00+00:00,2015-01-12 18:00:00+00:00,70805
2015-01-12 18:00:00+00:00,2015-01-12 18:15:00+00:00,70290
2015-01-12 18:15:00+00:00,2015-01-12 18:30:00+00:00,69460
2015-01-12 18:30:00+00:00,2015-01-12 18:45:00+00:00,68865
2015-01-12 18:45:00+00:00,2015-01-12 19:00:00+00:00,68207
2015-01-12 19:00:00+00:00,2015-01-12 19:15:00+00:00,66458
2015-01-12 19:15:00+00:00,2015-01-12 19:30:00+00:00,65189
